# Nandani Kathiriya, Laiba Khalid
# KathiriyaKhalid
# ML-CUP25 v1
1,-3.638280,-0.976168,7.388136,-6.625103
2,-4.721640,0.069625,-27.242976,25.535127
3,-3.678519,2.776345,-6.961483,10.313101
4,-5.025537,-11.096425,-18.201885,18.232651
5,7.084553,-18.355870,-18.644068,33.572647
6,1.313605,-0.753887,8.320952,-6.187380
7,5.025781,4.621074,-22.726448,34.340563
8,-0.109056,-1.224929,9.055772,-8.123850
9,8.297689,0.099922,28.082456,-13.300105
10,-2.602525,-4.950790,3.897496,-6.740344
11,-10.212885,13.275272,9.192088,-27.746579
12,-0.011317,-3.424627,23.043125,-14.913894
13,0.792033,-7.597231,19.308502,-9.115905
14,5.903459,3.785864,9.133123,-3.193445
15,0.818809,-6.564610,-5.988893,10.316231
16,-8.191089,-1.501754,19.911748,-15.627141
17,-20.537073,5.284263,-26.636023,14.426326
18,2.941340,6.520274,10.712795,-6.436312
19,9.049042,5.237695,-14.256218,14.400525
20,-10.035071,-2.240128,18.208804,-14.509761
21,13.558780,12.823609,-27.312202,23.435375
22,-2.549821,-2.127042,6.471717,-6.882785
23,7.908799,6.212523,20.494818,-10.651719
24,-8.166794,1.563621,-26.315926,11.287641
25,-18.210128,-1.307085,23.753769,-19.539064
26,2.491033,-7.697447,-24.235060,31.694993
27,12.294841,8.339912,21.240092,-10.863255
28,-4.189584,-1.938162,3.518991,-8.489508
29,-6.357301,5.896844,17.916080,-19.616242
30,-25.046397,6.014304,-31.330373,21.784864
31,-9.546345,-10.314489,26.800402,-10.771119
32,12.269684,-7.591717,-30.174745,24.564767
33,-5.589170,0.452332,-9.010923,9.661923
34,-3.690090,6.388352,-26.565676,25.940007
35,4.122675,-4.431127,-20.674787,39.766926
36,19.004784,3.888627,22.859196,-16.857034
37,3.505115,-3.198247,10.613936,-7.112515
38,8.822276,-28.356319,-23.264876,31.138938
39,10.446829,8.845246,-30.465248,19.445694
40,13.681267,9.356704,-22.591337,19.073262
41,-13.828931,-2.183843,-18.393963,29.524964
42,15.676975,5.725764,24.057556,-14.498242
43,13.903152,6.094653,22.611973,-18.530541
44,-13.894930,-8.077180,-19.156731,31.996759
45,13.026627,6.444208,-17.847901,21.050605
46,5.419578,12.903081,-31.700941,29.593617
47,8.510428,7.374436,19.851840,-10.872962
48,15.555501,11.330733,-26.759474,29.191141
49,-4.504648,10.700537,11.311497,-22.824271
50,-8.970998,-5.986634,-14.220023,21.354504
51,1.880456,-18.368422,-16.065055,34.769466
52,-27.504181,-3.517859,-32.481375,28.092035
53,-5.471953,-23.131825,37.927247,-7.322575
54,-6.742310,15.299597,-38.340098,13.100698
55,-0.848848,-7.656808,11.122242,-8.938613
56,-2.753738,1.177211,-30.342121,17.291334
57,17.436274,5.610039,-25.497856,32.585268
58,6.544204,4.029311,24.686644,-11.625138
59,5.341089,-29.552761,-19.764424,32.657170
60,-7.138059,11.777371,-37.018202,12.023056
61,-18.640924,10.005707,-24.708592,11.923891
62,-10.145443,6.687373,14.150939,-21.080413
63,20.040245,3.937525,22.465580,-21.100759
64,2.746623,4.036008,23.235793,-19.286070
65,-13.753283,-1.101872,19.230777,-17.050485
66,-0.290204,11.980329,21.048865,-21.602143
67,-20.277899,0.744250,-25.997784,26.350560
68,15.734102,5.777355,22.992590,-16.671777
69,-19.247985,6.231519,-25.343956,19.419282
70,-6.620044,10.764704,11.624737,-23.159895
71,-9.848506,-3.694794,19.585162,-12.125838
72,-2.766047,-2.064434,3.535635,-5.851457
73,-1.246305,-6.302357,-7.467310,18.153952
74,18.902558,4.578000,24.853460,-23.102717
75,19.365056,14.058773,-25.492049,29.372875
76,4.009824,4.222969,-8.423693,9.007928
77,1.335883,4.816057,23.046320,-11.259170
78,-1.124579,-7.651045,-11.128272,26.665524
79,-1.934509,-7.261045,-8.684236,21.877282
80,4.698181,14.016710,22.417043,-18.310328
81,20.076038,2.769950,21.517890,-18.190940
82,2.140791,-7.057911,-28.976040,23.124000
83,-6.771894,-12.940476,28.500725,-5.769733
84,-11.244996,-1.959059,-16.040680,27.437202
85,7.113928,11.600243,17.759589,-9.928393
86,0.757983,-3.563242,13.254545,-10.649281
87,-2.948734,-8.558571,-9.701118,20.980001
88,7.030743,15.078197,-23.044590,34.443284
89,8.229072,7.584123,13.977203,-7.236689
90,-23.739051,0.758895,-29.778237,24.258805
91,11.035403,-7.302017,19.347725,-19.862299
92,-3.934507,-3.662387,-7.975146,20.111884
93,-6.578812,-1.547195,15.091527,-11.549202
94,-16.805162,-4.240822,-24.457492,21.134555
95,-5.944681,10.357924,17.388294,-13.871587
